EVCC,VCC,NGC,RAJ2000,DEJ2000,Offset,cz,MmI,MmV,MTyp1,MTyp2,TT1,MTypV,umag,gmag,rmag,imag,zmag,Rad,R50,DR7,Sloan,Simbad,NED
310,293,,184.63259999999997,13.191199999999998,0.589,957.7,M,M,dE(N),RA,401,"dE5,N",16.15,15.88,15.29,14.85,14.79,63.06,21.4,DR7,Sloan,Simbad,NED
312,299,,184.66619999999998,13.598499999999998,0.909,210.9,M,M,dE,RA,400,dE3,17.25,16.92,16.44,15.94,16.03,38.36,11.11,DR7,Sloan,Simbad,NED
313,0,,184.67409999999998,17.7185,0.487,693.9,M," ",dS0,RA,410,,15.16,14.16,13.61,13.37,12.92,73.0,23.53,DR7,Sloan,Simbad,NED
314,300,,184.67579999999998,5.665399999999999,0.214,1389.0,M,P,dE,RA,400,dE5,18.53,18.01,17.21,16.92,16.65,24.28,6.55,DR7,Sloan,Simbad,NED
316,304,,184.68319999999997,12.386099999999999,1.144,154.8,M,P,Irr(LSB),BE,300,dE1pec?,17.6,16.63,16.15,15.96,15.6,26.98,8.2,DR7,Sloan,Simbad,NED
319,307,4254,184.70699999999997,14.418199999999999,19.931,2353.4,M,M,Sc,BE,203,Sc(s)I.3,11.19,10.12,9.62,9.34,9.17,188.08,52.37,DR7,Sloan,Simbad,NED
320,315,,184.75229999999996,6.094599999999999,0.227,1462.2,M,B,SBa,RA,211,SBa(s),16.2,14.81,14.16,13.77,13.5,49.42,10.78,DR7,Sloan,Simbad,NED
322,322,,184.7711,13.980999999999998,0.734,-438.6,M,M,Irr(LSB),BE,300,Im:,16.27,14.94,14.48,14.28,13.71,71.01,17.61,DR7,Sloan,Simbad,NED
327,328,,184.79679999999996,12.885099999999998,5.572,2226.9,M,M,Irr(LSB),BE,300,ImIV,17.44,16.29,15.88,15.75,15.84,50.95,11.66,DR7,Sloan,Simbad,NED
329,330,,184.8019,12.851799999999999,0.445,751.8,M,M,dE(N),RA,401,"dE2,N",17.79,16.62,15.95,15.77,15.71,40.49,11.89,DR7,Sloan,Simbad,NED
330,329,,184.80759999999998,5.986699999999999,0.921,1613.5,M,P,Irr(LSB),BE,300,ImV?,18.94,17.82,17.56,17.4,17.57,23.23,6.92,DR7,Sloan,Simbad,NED
331,334,,184.80919999999998,13.882299999999999,0.525,-213.6,M,M,Irr(HSB),BE,310,BCD,16.57,15.65,15.29,15.04,14.92,17.14,4.85,DR7,Sloan,Simbad,NED
332,331,,184.81499999999997,6.293699999999999,1.377,656.8,M,B,Irr(HSB),BE,310,pec,16.51,15.4,14.97,14.74,14.6,39.3,9.03,DR7,Sloan,Simbad,NED
333,335,,184.81829999999997,15.396199999999999,0.718,1986.1,M,M,dE,BA,400,dE3:,20.13,17.35,16.73,16.66,16.8,35.58,10.31,DR7,Sloan,Simbad,NED
338,340,,184.84229999999997,5.910899999999999,1.611,1499.8,M,P,Irr(HSB),BE,310,BCDormerger,15.68,14.66,14.26,14.03,13.83,27.32,6.19,DR7,Sloan,Simbad,NED
343,0,,184.8473,19.5873,0.183,946.4,M," ",dE,RA,400,,19.78,17.94,17.39,17.23,16.91,25.75,7.15,DR7,Sloan,Simbad,NED
345,350,,184.85859999999997,13.310299999999998,3.225,315.0,M,M,Irr(LSB),BE,300,ImIV-V:,16.89,16.74,16.49,15.89,15.44,42.85,16.41,DR7,Sloan,Simbad,NED
348,0,,184.86879999999996,6.272999999999999,0.167,1528.9,M," ",dS0,RA,410,,18.68,17.3,16.81,16.52,16.14,30.89,5.81,DR7,Sloan,Simbad,NED
349,0,,184.8695,17.2305,0.069,917.6,M," ",dS0(N),BE,411,,16.02,14.74,14.11,13.82,13.65,47.14,12.17,DR7,Sloan,Simbad,NED
351,361,,184.90429999999998,15.162099999999999,0.522,1215.7,M,M,dE,RA,400,dE1:,18.54,17.29,16.72,16.36,16.3,16.45,5.5,DR7,Sloan,Simbad,NED
353,369,4267,184.93859999999998,12.798199999999998,51.62,949.5,M,M,SB0,RA,210,SB01,13.17,11.47,10.69,10.25,9.98,109.07,25.73,DR7,Sloan,Simbad,NED
360,389,,185.01369999999997,14.961499999999997,0.265,1359.7,M,M,dS0(N),RA,411,"dS04,N",15.27,13.9,13.24,12.87,12.73,57.76,15.22,DR7,Sloan,Simbad,NED
365,394,,185.0356,9.467799999999999,1.427,1792.3,M,M,dE(N),RA,401,"dE3,N",18.66,17.3,16.82,16.49,15.99,25.16,7.53,DR7,Sloan,Simbad,NED
368,0,,185.0579,5.018599999999999,0.766,1497.4,M," ",dE,BA,400,,19.13,17.98,17.52,17.13,17.22,17.15,3.84,DR7,Sloan,Simbad,NED
371,407,,185.0784,9.545399999999999,0.93,1880.4,M,M,dS0,RA,410,"dSB03,N:ordE5pec,N:",15.72,14.46,13.89,13.56,13.22,52.26,12.78,DR7,Sloan,Simbad,NED
372,0,,185.08399999999997,9.797099999999999,0.637,1182.5,M," ",Irr(HSB),BE,310,,19.17,18.0,17.69,17.55,17.34,9.71,3.17,DR7,Sloan,Simbad,NED
373,410,,185.0912,12.187699999999998,1.646,274.1,M,M,Irr(HSB),BE,310,BCD,17.75,17.06,16.82,16.8,16.67,11.78,3.44,DR7,Sloan,Simbad,NED
375,413,,185.0972,13.897999999999998,1.246,268.9,M,P,Irr(LSB),BA,300,ImIII?,19.03,17.73,17.36,17.12,17.34,18.6,4.97,DR7,Sloan,Simbad,NED
376,411,4282,185.10119999999998,5.572899999999999,0.173,930.3,M,B,S0,RE,200,S03(on_edge),15.85,14.29,13.51,13.1,12.8,36.04,8.02,DR7,Sloan,Simbad,NED
379,0,,185.12879999999998,6.639999999999999,0.238,1497.4,M," ",Irr(HSB),BA,310,,19.21,18.13,17.62,17.47,17.54,11.86,2.81,DR7,Sloan,Simbad,NED
382,426,,185.15149999999997,12.884799999999998,0.578,1167.1,M,M,dE(N),RA,401,"dE0,N",17.86,17.49,16.92,16.95,16.16,32.59,14.61,DR7,Sloan,Simbad,NED
383,0,,185.16109999999998,5.908899999999999,1.012,983.4,M," ",Irr(LSB),BA,300,,18.52,17.85,17.39,17.59,16.67,21.05,5.23,DR7,Sloan,Simbad,NED
384,428,,185.16809999999998,13.888999999999998,2.158,823.5,M,M,Irr(HSB),BE,310,BCD,17.56,17.0,16.84,17.01,16.4,22.82,4.85,DR7,Sloan,Simbad,NED
385,429,,185.18299999999996,14.631299999999998,0.697,655.0,M,P,Irr(LSB),BE,300,?,17.88,16.56,16.19,16.02,15.92,33.76,8.31,DR7,Sloan,Simbad,NED
386,437,,185.20359999999997,17.487199999999998,0.655,1414.0,M,M,dE(N),RA,401,"dE5,N",15.12,13.8,13.13,12.81,12.84,107.89,24.59,DR7,Sloan,Simbad,NED
393,446,,185.24009999999998,6.339899999999999,4.92,804.2,M,M,Irr(LSB),BE,300,Im/BCD:,16.8,15.77,15.24,14.96,14.91,44.6,10.76,DR7,Sloan,Simbad,NED
394,448,,185.25069999999997,12.725999999999999,0.966,625.7,M,P,Irr(HSB),BA,310,ImIII?,17.91,16.86,16.44,16.31,16.35,20.74,5.64,DR7,Sloan,Simbad,NED
396,452,,185.26999999999998,11.754599999999998,0.107,1434.2,M,M,dE,RA,400,"dE4,N",17.22,15.86,15.15,15.0,14.58,38.03,10.2,DR7,Sloan,Simbad,NED
397,453,,185.27499999999998,11.595399999999998,0.999,975.1,M,P,S,BE,206,Sm?,17.63,16.36,15.88,15.63,15.4,28.66,6.75,DR7,Sloan,Simbad,NED
400,458,,185.30329999999998,8.963299999999998,0.837,1534.9,M,M,Irr(LSB),RA,300,dE4,17.66,16.65,15.83,15.79,15.29,40.77,11.63,DR7,Sloan,Simbad,NED
401,460,4293,185.3061,18.384199999999996,10.552,932.4,M,M,Sa,RE,201,Sapec,12.54,10.84,10.17,9.78,9.35,248.99,56.53,DR7,Sloan,Simbad,NED
402,461,,185.31239999999997,13.346499999999999,0.806,1459.7,M,M,dE,RA,400,dE4,18.44,16.07,15.43,14.99,14.61,61.02,17.87,DR7,Sloan,Simbad,NED
405,465,4294,185.32419999999996,11.510899999999998,1.84,367.7,M,M,SBc,BE,213,SBc(s)II-III,13.21,12.32,11.91,11.7,11.58,112.88,25.6,DR7,Sloan,Simbad,NED
407,469,,185.32999999999998,16.609299999999998,0.134,1364.2,M,P,dE,RA,400,dE2?,18.86,17.57,17.03,16.81,16.28,22.34,5.84,DR7,Sloan,Simbad,NED
411,0,,185.37779999999998,12.654199999999998,0.004,338.2,M," ",dE,RA,400,,19.38,17.91,17.31,16.9,17.08,15.13,4.07,DR7,Sloan,Simbad,NED
412,483,4298,185.38799999999998,14.605499999999997,5.82,1143.7,M,M,Sc,RE,203,Sc(s)III,12.87,11.56,10.95,10.6,10.32,141.84,38.69,DR7,Sloan,Simbad,NED
415,0,,185.41009999999997,8.776599999999998,2.364,1418.2,M," ",S,BE,206,,18.61,17.75,17.27,16.83,16.68,24.08,5.24,DR7,Sloan,Simbad,NED
416,490,,185.4115,15.745099999999997,0.485,1274.4,M,M,dS0(N),RA,411,"dS03,N",15.17,13.78,13.13,12.75,12.57,83.16,23.16,DR7,Sloan,Simbad,NED
418,489,,185.4149,4.3927,0.154,1109.3,M,P,dE,RA,400,dE5?,18.53,17.43,16.73,16.6,15.97,22.25,5.91,DR7,Sloan,Simbad,NED
419,491,4299,185.41959999999997,11.501699999999998,7.311,257.6,M,M,Sc,BE,203,Scd(s)III,13.36,12.62,12.28,12.13,12.07,67.73,22.06,DR7,Sloan,Simbad,NED
421,494,,185.42329999999998,15.075299999999999,1.766,1229.0,M,M,dE,RA,400,dE5,16.94,16.03,15.36,14.83,16.27,66.5,20.6,DR7,Sloan,Simbad,NED
422,497,4302,185.426,14.599199999999998,4.894,1116.2,M,M,edge-on,RE,207,Sc(on_edge),13.37,11.79,11.04,10.56,10.21,300.16,65.18,DR7,Sloan,Simbad,NED
423,499,,185.43579999999997,9.236699999999999,0.502,1504.2,M,M,dE,RA,400,dE2:,18.96,17.58,17.07,16.75,17.06,19.79,5.83,DR7,Sloan,Simbad,NED
424,0,,185.44619999999998,5.9891,0.398,758.6,M," ",dS0,BE,410,,17.98,16.84,16.44,16.14,15.56,22.28,5.1,DR7,Sloan,Simbad,NED
425,501,,185.45009999999996,12.826699999999999,0.828,-104.6,M,M,dE(N),RA,401,dE5?,17.56,16.85,16.28,15.98,16.11,33.54,8.43,DR7,Sloan,Simbad,NED
426,504,,185.45869999999996,9.739099999999999,0.386,524.0,M,M,dE,BA,400,dE4,17.73,16.58,16.05,15.73,15.39,32.74,8.89,DR7,Sloan,Simbad,NED
427,503,,185.45969999999997,8.541699999999999,0.225,1091.8,M,M,dE(N),RA,401,"dE3,N",18.59,17.12,16.61,16.19,16.05,29.99,10.18,DR7,Sloan,Simbad,NED
428,510,,185.47359999999998,15.645899999999997,0.325,838.5,M,M,dE(N),RA,401,"dE3,N",16.22,14.95,14.29,13.87,13.65,61.51,18.34,DR7,Sloan,Simbad,NED
430,509,,185.48119999999997,6.451899999999999,4.859,916.7,M,P,Sd,BE,204,SdorSmIV,16.1,15.27,14.87,14.7,14.71,66.93,16.43,DR7,Sloan,Simbad,NED
431,512,,185.48179999999996,11.967199999999998,1.555,141.8,M,M,SBm,BE,215,SBmIV,16.79,15.71,15.34,14.95,14.84,96.64,19.92,DR7,Sloan,Simbad,NED
432,0,,185.48279999999997,17.681299999999997,0.501,1497.4,M," ",S,BE,206,,18.89,17.95,17.67,17.48,17.71,14.16,3.51,DR7,Sloan,Simbad,NED
433,514,,185.48959999999997,8.6749,0.424,847.7,M,M,Sd,BA,204,Sc(s)pec:,15.72,14.71,14.2,13.92,13.75,69.25,21.38,DR7,Sloan,Simbad,NED
436,522,4305,185.5151,12.741099999999998,0.661,1932.1,M,M,Sa,RA,201,Sa,14.47,13.04,12.39,12.02,11.84,88.7,22.05,DR7,Sloan,Simbad,NED
437,523,4306,185.51719999999997,12.787499999999998,0.433,1525.7,M,M,dS0(N),RA,411,"d:SB05,N",14.73,13.31,12.7,12.35,12.23,86.07,20.99,DR7,Sloan,Simbad,NED
438,0,,185.5193,7.739399999999999,0.387,1342.7,M," ",dE,BE,400,,18.17,17.1,16.59,16.32,16.05,23.45,6.21,DR7,Sloan,Simbad,NED
439,524,4307,185.52339999999998,9.0437,40.313,983.4,M,M,Sb,BA,202,Sbc(on_edge),14.14,12.43,11.65,11.2,10.93,137.17,27.57,DR7,Sloan,Simbad,NED
441,530,,185.53239999999997,15.799099999999997,6.561,1159.3,M,M,Irr(LSB),BA,300,ImIV-V,16.02,15.54,15.33,14.8,14.65,52.78,21.33,DR7,Sloan,Simbad,NED
442,529,,185.53589999999997,9.894499999999999,0.358,1541.4,M,M,dE(N),BA,401,"dE4,N",19.8,17.77,17.51,16.99,17.01,23.32,7.04,DR7,Sloan,Simbad,NED
444,534,4309,185.55169999999998,7.144299999999999,0.17,1054.6,M,P,SBa,RE,211,SBapec,14.88,13.29,12.57,12.16,11.98,87.85,20.63,DR7,Sloan,Simbad,NED
445,538,,185.56139999999996,7.167099999999999,0.036,756.1,M,P,E,RA,100,E0,17.33,15.93,15.3,14.96,14.77,16.97,4.41,DR7,Sloan,Simbad,NED
446,542,,185.58139999999997,6.927999999999999,0.189,1045.7,M,P,dE(N),RA,401,"dE0,N",16.59,15.42,14.71,14.34,14.01,32.89,9.7,DR7,Sloan,Simbad,NED
447,543,,185.58139999999997,14.760699999999998,0.226,984.1,M,M,dS0,RA,410,dE5,15.81,14.24,13.53,13.23,12.85,65.34,15.97,DR7,Sloan,Simbad,NED
448,545,,185.58169999999998,15.733599999999997,0.18,1185.9,M,M,dE(N),RA,401,"dE2,N",16.77,15.29,14.67,14.33,14.21,39.43,10.69,DR7,Sloan,Simbad,NED
449,554,,185.60129999999998,15.471099999999998,0.213,918.6,M,M,dE(N),RA,401,"dE2,N:",17.89,16.92,16.5,15.81,16.77,42.02,12.63,DR7,Sloan,Simbad,NED
450,552,4301,185.61359999999996,4.5664,22.541,1280.6,M,P,Sc,BE,203,SBc(s)II-III,14.13,13.36,13.1,12.89,12.77,58.74,19.05,DR7,Sloan,Simbad,NED
451,559,4312,185.63029999999998,15.537899999999999,1.527,178.9,M,M,Sb,RE,202,Sab,13.56,12.21,11.54,11.12,11.0,156.29,32.28,DR7,Sloan,Simbad,NED
452,558,,185.63049999999998,7.118899999999999,0.097,918.1,M,P,dE(N),RA,401,"dE2,N",17.77,16.18,15.51,15.13,15.29,30.02,9.24,DR7,Sloan,Simbad,NED
453,560,,185.63199999999998,11.802599999999998,0.346,1335.6,M,M,dE(N),RA,401,"dE2:,N",17.68,16.04,15.6,15.06,14.99,40.24,15.54,DR7,Sloan,Simbad,NED
454,0,,185.6486,24.085099999999997,1.429,1315.9,M," ",dS0,BE,410,,17.29,16.26,15.85,15.63,15.49,22.78,5.17,DR7,Sloan,Simbad,NED
455,562,,185.64899999999997,12.157599999999999,2.574,4.7,M,M,Irr(HSB),BE,310,BCD,16.73,16.02,15.74,15.66,15.29,27.19,6.6,DR7,Sloan,Simbad,NED
456,566,,185.65749999999997,8.296399999999998,8.741,1373.5,M,P,Irr(HSB),BE,310,SBmIII:,16.96,16.28,16.12,16.07,16.04,29.16,7.21,DR7,Sloan,Simbad,NED
457,570,4313,185.65989999999996,11.801299999999998,2.824,1443.4,M,M,Sa,RE,201,Sab,13.73,12.13,11.4,10.95,10.71,156.01,30.97,DR7,Sloan,Simbad,NED
458,565,,185.66009999999997,6.014099999999999,1.968,842.2,M,M,Irr(LSB),BA,300,ImIV,17.74,16.73,16.36,16.01,16.48,35.01,9.89,DR7,Sloan,Simbad,NED
460,571,,185.67129999999997,7.950299999999999,0.595,1077.8,M,M,dS0(N),BE,411,SB016,16.39,15.08,14.47,14.11,14.0,40.6,9.54,DR7,Sloan,Simbad,NED
461,576,4316,185.67589999999998,9.332699999999999,0.88,1248.6,M,M,edge-on,RE,207,Sbc(on_edge),14.59,13.26,12.47,12.0,11.71,108.66,18.78,DR7,Sloan,Simbad,NED
462,575,4318,185.68039999999996,8.1983,0.051,1207.6,M,M,S0,RA,200,E4,15.42,13.82,13.09,12.7,12.48,25.59,5.5,DR7,Sloan,Simbad,NED
464,584,,185.7009,7.913799999999999,1.427,1291.2,M,M,dE,BE,400,ImIV-V,18.6,16.39,15.85,15.53,15.46,44.86,16.56,DR7,Sloan,Simbad,NED
465,592,,185.71189999999999,13.592799999999999,0.072,1118.9,M,M,dE(N),RA,401,"dE6,N",17.89,16.34,15.68,15.32,14.99,30.07,7.05,DR7,Sloan,Simbad,NED
466,593,,185.71979999999996,6.6796999999999995,0.914,1525.6,M,P,Sd,BE,204,S,16.13,14.99,14.52,14.25,14.07,46.87,10.09,DR7,Sloan,Simbad,NED
467,596,4321,185.7282,15.825899999999997,16.938,1559.7,M,M,Sc,BE,203,Sc(s)I,10.98,9.71,9.15,8.84,8.64,301.45,90.06,DR7,Sloan,Simbad,NED
468,598,,185.73439999999997,7.733099999999999,0.586,1051.6,M,P,dE,RA,400,dE3:,20.62,18.16,17.66,17.29,17.13,17.89,5.33,DR7,Sloan,Simbad,NED
470,0,,185.74869999999999,8.030899999999999,0.326,649.0,M," ",dE,RA,400,,18.58,17.08,16.44,16.14,15.94,19.35,4.65,DR7,Sloan,Simbad,NED
471,608,4323,185.75719999999998,15.905399999999998,0.705,1851.6,M,M,dE(N),RA,401,"dE4,N",15.49,14.25,13.65,13.31,13.16,73.88,21.36,DR7,Sloan,Simbad,NED
473,611,,185.77009999999999,8.333599999999999,1.291,1304.5,M,M,dE,BE,400,dE5pec:,16.83,16.15,15.7,15.37,15.18,53.23,15.47,DR7,Sloan,Simbad,NED
474,618,,185.78079999999997,13.744599999999998,0.498,2117.2,M,P,Irr(LSB),BA,300,Im?,17.5,16.78,16.4,16.23,16.86,38.26,10.08,DR7,Sloan,Simbad,NED
475,620,,185.78999999999996,11.725999999999999,0.388,733.1,M,M,Sm,BE,205,SmIII,16.93,15.92,15.52,15.35,15.12,35.7,8.48,DR7,Sloan,Simbad,NED
477,630,4330,185.82059999999998,11.367799999999999,31.027,1474.6,M,M,edge-on,BE,207,Sd(on_edge),14.18,12.86,12.25,11.94,11.7,194.43,43.47,DR7,Sloan,Simbad,NED
478,0,,185.82659999999998,5.607099999999999,0.735,1579.3,M," ",edge-on,BE,207,,17.56,16.55,16.18,15.99,15.91,20.22,4.33,DR7,Sloan,Simbad,NED
479,632,,185.83309999999997,7.068099999999999,0.549,1138.0,M,M,dE(N),RA,401,"dE3,N",17.78,17.43,16.79,16.48,16.26,31.47,9.74,DR7,Sloan,Simbad,NED
480,634,4328,185.83339999999998,15.820299999999998,0.236,481.2,M,M,dE(N),RA,401,"dE1,N",15.35,13.93,13.3,12.89,12.69,69.9,18.58,DR7,Sloan,Simbad,NED
481,636,,185.83849999999998,15.868199999999998,0.84,-3.6,M,P,dE(N),BA,401,"dE0,NorS010",17.99,16.47,15.94,15.7,15.58,21.47,6.36,DR7,Sloan,Simbad,NED
483,641,,185.86829999999998,5.816599999999999,3.656,906.7,M,P,Irr(HSB),BE,310,BCD?,16.92,16.07,15.65,15.51,15.18,25.32,6.09,DR7,Sloan,Simbad,NED
484,0,4336,185.87409999999997,19.426699999999997,1.204,1051.3,M," ",SBa,RE,211,,14.45,12.97,12.36,12.02,11.77,80.89,18.71,DR7,Sloan,Simbad,NED
486,646,,185.8824,17.7946,0.632,888.6,M,M,dE(N),RA,401,dE3:,19.04,17.36,16.8,16.52,16.01,29.71,8.82,DR7,Sloan,Simbad,NED
487,655,4344,185.90649999999997,17.5414,2.201,1163.7,M,M,S0,BA,200,"Spec,N:/BCD",14.53,13.05,12.5,12.16,11.85,60.72,17.35,DR7,Sloan,Simbad,NED
488,656,4343,185.9115,6.954199999999999,1.037,1000.0,M,P,Sa,RE,201,Sb,14.41,12.88,12.08,11.63,11.31,71.86,14.28,DR7,Sloan,Simbad,NED
489,657,4342,185.91249999999997,7.053999999999999,26.264,456.2,M,P,S0,RA,200,S017,14.64,12.83,12.03,11.6,11.28,30.26,4.02,DR7,Sloan,Simbad,NED
490,663,,185.92889999999997,18.6619,0.243,902.4,M,P,dE(N),RA,401,dE6?,18.18,17.33,16.24,16.05,16.91,42.0,11.75,DR7,Sloan,Simbad,NED
491,664,,185.93359999999998,12.4775,6.803,-438.3,M,M,Sd,BE,204,ScIII-IV,14.14,13.57,13.27,13.1,13.05,85.56,22.6,DR7,Sloan,Simbad,NED
492,667,,185.95189999999997,7.187299999999999,1.994,1426.4,M,P,Sd,BE,204,Sc(s),15.1,13.93,13.33,13.03,12.84,74.19,19.18,DR7,Sloan,Simbad,NED
494,669,,185.95799999999997,6.059799999999999,0.153,1138.7,M,P,dE,RA,400,"dE4,N?",18.34,16.55,15.93,15.51,15.96,25.25,7.21,DR7,Sloan,Simbad,NED
495,674,,185.96909999999997,13.882499999999999,0.495,726.1,M,M,dE(N),RA,401,"dE0,N",18.68,17.23,16.65,16.28,16.31,27.33,12.8,DR7,Sloan,Simbad,NED
496,672,4341,185.97279999999998,7.107099999999999,1.254,925.6,M,P,S0,RA,200,S018,15.28,13.83,13.16,12.84,12.67,63.62,10.17,DR7,Sloan,Simbad,NED
498,675,,185.97589999999997,3.0851999999999995,1.135,1452.8,M,B,Irr(HSB),BE,310,Sa?,16.45,15.54,15.2,15.02,14.79,19.33,4.41,DR7,Sloan,Simbad,NED
499,684,,185.99049999999997,12.887099999999998,0.272,550.7,M,M,dE(N),RA,401,"dE0,N",18.02,15.85,15.1,14.74,14.83,40.74,11.92,DR7,Sloan,Simbad,NED
500,687,,185.99069999999998,11.892299999999999,0.378,583.9,M,M,dE,BA,400,dE3,19.81,18.5,17.69,17.06,17.39,23.92,7.93,DR7,Sloan,Simbad,NED
501,0,,185.99259999999998,7.4502999999999995,0.778,1226.0,M," ",Irr(HSB),BE,310,,18.62,17.92,17.83,17.68,17.41,16.74,3.83,DR7,Sloan,Simbad,NED
502,688,4353,186.0013,7.785099999999999,0.817,1127.8,M,M,Sc,RA,203,Sc(s)II-III,15.14,13.85,13.27,12.92,12.74,47.25,13.2,DR7,Sloan,Simbad,NED
503,692,4351,186.00539999999998,12.204199999999998,3.65,2302.1,M,M,Sc,BE,203,Sc(s)II.3,13.92,12.82,12.35,12.1,12.09,89.98,24.7,DR7,Sloan,Simbad,NED
504,0,,186.00809999999998,16.839299999999998,0.261,1637.8,M," ",dE,BA,400,,18.99,18.04,17.62,17.23,17.03,20.13,5.69,DR7,Sloan,Simbad,NED
506,696,,186.0168,17.5495,0.211,460.4,M,P,dE,RA,400,dE5?,18.65,17.38,16.98,16.6,16.08,27.82,7.77,DR7,Sloan,Simbad,NED
507,698,4352,186.02069999999998,11.218099999999998,0.656,2096.9,M,M,S0,RA,200,S018,14.77,13.15,12.44,12.04,11.81,68.65,13.35,DR7,Sloan,Simbad,NED
508,0,,186.02089999999998,8.293999999999999,1.244,1362.6,M," ",Irr(HSB),BA,310,,17.64,16.92,16.86,16.74,16.7,13.58,4.16,DR7,Sloan,Simbad,NED
509,695,,186.02199999999996,10.067699999999999,0.317,1270.5,M,M,dE(N),RA,401,"dE0,N",17.4,15.85,15.3,14.95,14.78,48.34,14.86,DR7,Sloan,Simbad,NED
510,697,,186.02309999999997,7.041399999999999,0.391,1277.5,M,P,Sc,BE,203,Sc(s)II.2,14.82,13.76,13.21,12.78,12.67,65.19,20.66,DR7,Sloan,Simbad,NED
511,699,,186.03169999999997,6.607399999999999,5.472,704.6,M,M,Irr(HSB),BE,310,Sc(s)III-IVorSmIII,14.38,13.49,13.11,12.89,12.91,45.85,11.56,DR7,Sloan,Simbad,NED
512,706,,186.05209999999997,11.529399999999999,0.377,1664.0,M,M,dE(N),RA,401,"dE0,N",18.5,17.3,16.64,16.44,17.08,27.93,9.1,DR7,Sloan,Simbad,NED
513,711,,186.05769999999998,7.175099999999999,0.334,1509.6,M,M,dE(N),RA,401,"dE1,N",17.03,16.2,15.64,15.18,14.7,43.44,14.55,DR7,Sloan,Simbad,NED
514,0,,186.05849999999998,18.6894,1.17,1570.7,M," ",dE(N),BA,401,,18.87,17.92,17.32,17.33,18.17,17.29,5.45,DR7,Sloan,Simbad,NED
515,710,,186.06049999999996,4.225999999999999,0.192,1211.8,M,P,dS0,BE,410,dS0:,16.39,15.27,14.75,14.5,14.24,26.16,4.97,DR7,Sloan,Simbad,NED
516,0,,186.09199999999998,21.160199999999996,1.687,954.7,M," ",dS0(N),BE,411,,16.03,14.96,14.48,14.2,14.01,44.72,10.95,DR7,Sloan,Simbad,NED
519,0,,186.13039999999998,6.4879999999999995,0.452,653.8,M," ",S,BE,206,,18.96,18.16,17.74,17.52,17.24,14.87,4.05,DR7,Sloan,Simbad,NED
520,733,,186.13349999999997,8.6375,0.085,1245.9,M,M,dE(N),RA,401,"dE4,N",18.76,17.71,17.17,16.86,16.87,15.92,4.53,DR7,Sloan,Simbad,NED
521,0,,186.14719999999997,6.0329999999999995,0.37,1066.8,M," ",dE,BE,400,,17.99,16.91,16.5,16.45,16.27,12.76,3.38,DR7,Sloan,Simbad,NED
523,740,,186.16469999999998,8.504199999999999,1.241,1060.7,M,M,SBm,BE,215,SBmIII,17.03,15.95,15.64,15.35,15.27,42.72,10.04,DR7,Sloan,Simbad,NED
524,739,,186.1674,3.3030999999999997,2.185,917.9,M,P,Sd,BE,204,SdIII-IV,14.91,13.92,13.56,13.2,12.81,68.77,21.37,DR7,Sloan,Simbad,NED
526,745,4366,186.19579999999996,7.352899999999999,0.502,1274.8,M,M,dE(N),RA,401,"dE6,N",15.82,14.65,13.93,13.56,13.34,47.42,11.58,DR7,Sloan,Simbad,NED
527,748,,186.19809999999998,14.576299999999998,0.757,1191.8,M,M,dE,RA,400,dE4:,17.72,17.18,16.59,15.94,15.82,34.14,10.18,DR7,Sloan,Simbad,NED
528,747,,186.19899999999998,8.991399999999999,0.352,955.1,M,M,dE(N),RA,401,"dE0,N",18.19,16.74,16.3,16.32,17.92,40.06,13.77,DR7,Sloan,Simbad,NED
529,751,,186.20149999999998,18.195099999999996,0.106,695.8,M,M,dS0(N),RA,411,dS0,16.22,14.76,14.07,13.64,13.53,33.69,8.48,DR7,Sloan,Simbad,NED
530,750,,186.20649999999998,6.759599999999999,0.057,1057.6,M,M,dE(N),RA,401,"dE5,N",16.23,14.91,14.24,13.86,13.54,57.45,14.75,DR7,Sloan,Simbad,NED
531,753,,186.21479999999997,13.110999999999999,1.369,949.0,M,M,dE(N),RA,401,"dE0,N",18.69,16.25,15.64,15.38,15.08,43.48,15.26,DR7,Sloan,Simbad,NED
532,756,,186.22099999999998,9.493099999999998,2.552,793.4,M,M,dE,RA,400,"dE1,N:",17.65,16.88,16.26,16.3,15.81,29.89,11.55,DR7,Sloan,Simbad,NED
533,755,,186.22539999999998,7.556899999999999,0.253,1215.4,M,M,dE(N),RA,401,"dE3,N",17.79,16.43,15.76,15.34,14.93,35.91,11.45,DR7,Sloan,Simbad,NED
535,758,4370,186.22919999999996,7.444399999999999,2.306,781.1,M,M,S0,RE,200,S036,14.87,13.13,12.34,11.87,11.57,66.83,15.37,DR7,Sloan,Simbad,NED
536,760,,186.23379999999997,11.832099999999999,0.163,1897.0,M,M,dE,RA,400,dEpec?,18.36,17.35,16.86,16.5,15.75,22.49,7.55,DR7,Sloan,Simbad,NED
537,762,,186.26239999999999,7.503799999999999,0.032,1272.6,M,M,dE(N),RA,401,"dE3,N",17.03,15.56,14.93,14.52,14.18,32.06,8.33,DR7,Sloan,Simbad,NED
538,765,,186.26449999999997,13.244699999999998,0.045,966.2,M,M,dE(N),RA,401,"dE1,N",17.57,16.21,15.55,15.2,15.01,20.17,5.67,DR7,Sloan,Simbad,NED
